8.823884749023993557e-01,7.359698490019871420e-01,-1.351361968366622479e+00,1.124225403930844136e+00,-5.864031118801502629e-01,3.367293656443970384e+00
1.459997381879235112e+00,-2.780778886467409339e-01,4.366127711688092550e-01,3.822164007536982960e-02,1.490077000145325181e+00,9.815331779129834899e+00
2.597790711088891147e+00,-3.629156142106075289e-01,-9.169344971179295145e-01,9.540163821802142285e-01,-3.513768130545763535e-01,5.839607938928498498e+00
1.100896157784172935e+00,1.110902792852108023e+00,-2.478641867659794606e-01,-1.328424660444688765e+00,1.653631525251763046e-01,6.483689427662075566e+00
2.754435980965580857e-02,-6.499037693757261369e-01,-7.628123590195765580e-01,8.823651625117847619e-01,-8.388222459061791536e-01,-8.256447982848612810e+00
-6.785308996917210900e-01,-6.588921114350132502e-02,-1.484036545700827325e+00,4.387730704658446279e-02,-6.413341656711915029e-01,-1.573811929256336128e+01
9.449174006484744037e-01,7.525438539205908661e-02,-3.804857887914918080e-01,-3.687503768667909076e-01,1.065617393542562352e+00,-2.511717684309114351e-01
7.415267434728738116e-02,1.662944669830278110e+00,5.657543255413933769e-01,5.042866789434224950e-02,-3.051731994704569018e-01,1.783541417439489862e+01
1.825773782468146811e+00,-3.621938601764185250e-01,-2.015766696780889045e-01,-9.426555702217749300e-01,-1.720999694530562507e-01,-9.012513459648805458e-01
1.174227413947029008e+00,5.185318301173535982e-01,1.032687391241668307e+00,7.634286337125752997e-01,9.532639459128617876e-01,2.237674699526005639e+01
-4.342407500050025071e-01,1.251114071871583411e+00,-2.750483738086150209e-01,-9.952409651872954344e-01,3.530630864733121932e-01,1.439202671939567191e+00
-7.087289830811945024e-02,-7.414360889140524380e-01,-5.885250463847535585e-01,1.426467432415278180e+00,-3.137869436655158495e-01,-3.544376462877305123e+00
1.628023820761462570e+00,-1.197504864684243886e+00,-2.725863942113655902e+00,1.404347485520672567e+00,-1.204219484822971337e-01,-1.808669714960772623e+01
8.322281483587063988e-01,-2.007276265533298187e-01,2.967241905864237417e-01,-9.372872749105350954e-01,2.101127999206699529e-02,-1.402816699003635037e-01
-2.663369751385945561e-01,-3.718151246409563404e-01,-4.074072999475071288e-01,7.780340993586604137e-01,2.348540139117293590e-01,-4.745065163319039492e+00
4.300953277337453695e-01,2.435815494417576665e-01,-1.463597049099663927e+00,-5.799772428740049834e-01,-3.616459386252251496e-01,-1.237060547857486448e+01
3.200790159235907262e-01,7.738840107810212032e-01,-5.716471182119907679e-01,2.475085520632464009e-01,-1.716290519930732561e+00,3.549453640794273390e+00
5.870729188554312250e-01,-2.651621164326717905e-01,-9.802816039736790277e-01,-1.969833632677228774e+00,7.207588623428115016e-01,-1.814542371358515638e+01
2.018760512919241454e-02,-2.030736065437977800e+00,2.573427656108349670e-01,1.808712216572016251e-01,1.111160374502785819e+00,-1.299923770408073231e+01
-4.656211332987731932e-01,1.878699701311904224e+00,-1.437082272764274027e+00,8.784558246968541262e-01,2.546253566719403061e-02,4.486610489388440648e+00
-1.627656458850803289e-01,1.797325555058630897e-01,-1.962612997237074053e+00,-1.423691982031064229e-01,8.062998557642986341e-01,-1.847923318640232537e+01
-6.839281293876093848e-01,-1.342304443664170233e+00,-1.807241816525131384e-01,-1.192069737724990447e-01,-7.257905915358530136e-01,-1.708906072763817363e+01
-1.066223574124727458e+00,3.848854981383374452e-01,-1.168858277469657647e+00,1.252976788950006082e+00,-3.422592028346014281e-01,-7.156968004239930181e+00
5.815915941328830829e-01,-9.071164133629365800e-01,4.314297436473303882e-01,-1.509292393106530072e+00,-4.863329307691913184e-01,-7.779403302374182871e+00
-1.657706611847448996e-01,6.990482102287434163e-01,-1.155206374110340217e+00,3.573359073852175882e+00,-5.167444295451035785e-01,1.269395596952428207e+01
2.710001138733960646e-01,-1.246550447088122571e+00,3.394270985117239237e-01,6.729697805500493846e-02,2.028060604349733453e-01,-7.057782538686383944e+00
8.518051038874978609e-01,-8.080396970722078520e-02,-7.276151192697867254e-01,2.548290118356557610e-01,-6.677777655303435145e-02,-1.156886909576329447e+00
6.427746611982066982e-01,5.302467732068744111e-01,1.446131413597784077e+00,1.136589521689357785e+00,-3.190022469960413498e-01,2.591931311438434093e+01
-1.514713135168145423e-02,-1.191093330209162110e-01,-2.208363866649096785e+00,-2.366157069175421346e-01,1.735426156386630225e+00,-2.087234752594746467e+01
-1.115121668809673006e+00,-1.310897509613001832e-01,-6.604803104530000413e-01,-1.145622934509591850e+00,1.629187310390199483e+00,-1.808258235239372880e+01
1.527367038644172059e-01,-1.058285224499675214e+00,-1.019484848482691136e-01,4.771978659664524031e-02,-1.979875684587655504e+00,-7.941372258039842258e+00
